time_ms,acc,accR,gyro,gyroR,roll,pitch,yaw,pressure,dp_hpa,state,event
16670,10.10,6.67,76.47,1724.89,10.1,-76.6,-179.0,1009.55,0.140,0,0
16715,9.98,5.04,145.58,1724.89,9.3,-77.7,-178.9,1009.47,-0.080,0,0
16760,9.59,4.37,119.35,1090.21,8.9,-77.8,-179.2,1009.44,-0.030,0,0
16805,9.47,2.33,96.24,608.30,8.5,-77.1,-179.2,1009.44,0.000,0,0
16849,9.79,1.85,271.44,467.04,8.6,-76.2,-179.2,1009.42,-0.020,0,0
16894,10.37,2.12,413.36,336.89,8.9,-76.2,-178.9,1009.45,0.030,0,0
16939,11.41,3.16,271.20,336.89,8.8,-77.2,-178.6,1009.48,0.030,0,0
16984,12.59,3.74,202.25,336.89,7.2,-81.5,-178.2,1009.47,-0.010,0,0
17030,13.90,4.43,325.07,336.89,6.9,-82.9,-177.9,1009.39,-0.080,0,0
17075,14.78,5.31,377.54,336.89,6.8,-83.1,-177.0,1009.37,-0.020,0,0
17120,14.51,5.31,379.78,317.12,6.6,-83.4,-176.3,1009.44,0.070,0,0
17165,13.77,5.31,397.31,317.12,7.6,-82.1,-175.8,1009.44,0.000,0,0
17209,12.31,5.31,372.18,317.12,6.4,-82.4,-175.7,1009.40,-0.040,0,0
17255,10.55,4.99,329.32,211.11,5.3,-83.3,-175.3,1009.44,0.040,0,0
17300,8.73,6.05,356.86,211.11,4.4,-80.7,-175.2,1009.29,-0.150,0,0
17345,6.59,8.19,290.33,195.06,3.3,-80.3,-175.1,1009.38,0.090,0,0
17389,5.10,9.68,108.57,288.74,2.6,-77.1,-175.0,1009.42,0.040,1,0
17434,4.41,10.37,113.84,288.74,1.9,-76.1,-174.9,1009.44,0.020,1,0
17479,5.00,10.37,575.66,467.09,0.2,-77.4,-175.3,1009.41,-0.030,1,0
17524,6.47,10.10,649.99,541.42,1.8,-77.6,-175.9,1009.45,0.040,1,0
17570,8.32,9.36,212.83,541.42,5.1,-76.3,-175.7,1009.38,-0.070,1,0
17615,9.66,7.90,230.26,541.42,5.4,-74.0,-175.8,1009.39,0.010,0,1
17659,10.12,6.14,260.53,541.42,6.6,-73.1,-175.7,1009.44,0.050,0,0
17705,9.61,5.71,131.50,541.42,7.1,-72.7,-175.6,1009.46,0.020,0,0
17749,8.20,5.71,120.04,541.42,5.6,-73.6,-175.7,1009.39,-0.070,0,0
17794,6.79,5.71,264.11,541.42,6.0,-72.9,-175.7,1009.40,0.010,0,0
17839,4.88,5.71,485.24,536.15,7.6,-72.1,-175.5,1009.30,-0.100,1,0
17884,2.89,7.23,473.51,529.95,5.6,-76.0,-175.2,1009.46,0.160,1,0
17929,1.39,8.73,262.68,529.95,-2.0,-72.6,-175.8,1009.44,-0.020,1,0
17974,2.57,8.73,517.48,397.44,-10.8,-78.5,-175.7,1009.39,-0.050,1,0
18020,6.62,8.73,948.48,828.43,4.6,-83.0,-176.1,1009.48,0.090,1,0
18065,11.17,9.79,363.13,828.43,5.2,-84.5,-177.1,1009.32,-0.160,0,1
18110,14.36,12.97,801.82,828.43,6.3,-83.3,-178.2,1009.47,0.150,0,0
18155,16.34,14.95,973.74,853.69,8.8,-80.6,-179.0,1009.56,0.090,0,0
18201,17.04,15.65,182.99,790.75,7.7,-77.6,-179.9,1009.50,-0.060,0,0
18246,17.32,15.94,1156.85,973.86,9.4,-74.7,-179.2,1009.45,-0.050,0,0
18292,16.79,15.94,496.12,973.86,10.5,-72.2,-178.4,1009.47,0.020,0,0
18338,14.17,15.94,398.87,973.86,11.1,-72.3,-178.0,1009.49,0.020,0,0
18384,10.10,14.75,286.87,973.86,10.5,-73.9,-178.0,1009.49,0.000,1,0
18429,6.78,10.71,268.56,973.86,8.1,-78.3,-178.1,1009.51,0.020,1,0
18474,6.52,10.80,302.14,973.86,4.9,-75.0,-178.5,1009.58,0.070,1,0
18519,8.16,10.80,358.83,973.86,6.8,-74.1,-178.6,1009.36,-0.220,1,0
18564,10.08,10.80,119.41,1037.44,7.3,-74.9,-178.5,1009.49,0.130,1,0
18609,11.08,10.80,91.03,1065.82,8.1,-74.0,-178.4,1009.40,-0.090,0,1
18655,11.09,10.80,36.75,1120.10,8.9,-75.0,-178.5,1009.53,0.130,0,0
18700,9.85,10.27,70.35,459.37,6.4,-75.9,-178.7,1009.49,-0.040,0,0
18745,9.12,7.65,93.61,362.12,6.9,-74.0,-178.8,1009.43,-0.060,0,0
18790,9.74,4.57,404.35,367.60,7.4,-74.0,-178.7,1009.53,0.100,0,0
18835,11.21,4.69,333.79,367.60,7.5,-76.4,-178.6,1009.37,-0.160,0,0
18880,13.12,6.59,203.66,367.60,8.0,-79.2,-178.1,1009.45,0.080,0,0
18925,14.51,6.35,233.35,367.60,7.1,-81.6,-177.5,1009.48,0.030,0,0
18970,14.67,5.55,174.56,367.60,7.6,-81.8,-177.2,1009.46,-0.020,0,0
19015,13.91,5.55,192.46,367.60,7.7,-82.0,-176.5,1009.40,-0.060,0,0
19060,12.58,5.55,119.08,367.60,7.8,-81.3,-176.1,1009.39,-0.010,0,0
19105,11.52,5.55,57.44,346.91,9.3,-79.7,-175.7,1009.49,0.100,0,0
19150,10.68,5.55,223.96,346.91,8.1,-80.7,-175.6,1009.37,-0.120,0,0
19195,9.51,5.16,245.58,346.91,7.0,-81.2,-175.4,1009.43,0.060,0,0
19240,8.37,6.30,167.86,276.35,6.5,-81.0,-175.3,1009.33,-0.100,0,0
19285,7.17,7.50,163.87,188.14,5.9,-81.9,-175.2,1009.41,0.080,0,0
19330,5.93,8.74,395.80,338.36,5.8,-81.5,-175.3,1009.43,0.020,1,0
19374,5.23,9.44,405.95,348.51,5.9,-79.2,-175.5,1009.37,-0.060,1,0
19419,5.14,8.77,367.96,348.51,4.4,-78.5,-175.8,1009.46,0.090,1,0
19464,5.92,7.44,259.55,348.51,1.9,-75.1,-175.9,1009.42,-0.040,1,0
19510,7.86,6.38,467.63,410.19,5.4,-73.8,-175.6,1009.41,-0.010,1,0
19554,9.33,5.54,316.00,303.76,5.9,-74.1,-175.6,1009.43,0.020,0,1
19599,10.06,4.92,105.25,362.37,6.9,-73.7,-175.5,1009.37,-0.060,0,0
19644,9.67,4.92,100.50,367.12,8.3,-73.9,-175.7,1009.37,0.000,0,0
19689,7.83,4.92,180.39,367.12,6.5,-73.5,-175.3,1009.36,-0.010,0,0
19734,5.96,4.92,415.25,367.12,7.2,-73.2,-175.1,1009.51,0.150,1,0
19778,4.03,6.03,457.08,367.12,7.0,-75.4,-175.0,1009.51,0.000,1,0
19823,2.88,7.18,204.88,367.12,3.7,-85.6,-175.3,1009.38,-0.130,1,0
19868,3.37,7.18,287.03,367.12,-2.5,-75.6,-175.6,1009.48,0.100,1,0
19913,5.62,7.18,887.03,786.53,2.6,-82.7,-175.6,1009.40,-0.080,1,0
19957,9.15,7.18,148.27,786.53,7.3,-79.8,-176.0,1009.46,0.060,0,1
20002,11.66,8.78,553.05,786.53,5.5,-83.3,-177.2,1009.46,0.000,0,0
20047,13.68,10.80,1067.35,966.85,7.4,-82.3,-178.7,1009.44,-0.020,0,0
20093,15.04,12.16,640.39,919.08,5.5,-83.0,-179.5,1009.51,0.070,0,0
20138,16.38,13.50,1287.49,1139.22,5.1,-78.0,-179.0,1009.50,-0.010,0,0
20184,17.84,14.96,818.16,1139.22,8.1,-75.2,-178.0,1009.39,-0.110,0,0
20230,16.42,14.96,234.62,1139.22,8.9,-72.4,-177.2,1009.43,0.040,0,0
20275,13.00,14.47,255.59,1139.22,10.3,-74.9,-177.1,1009.31,-0.120,1,0
20321,9.09,12.22,340.75,1139.22,8.7,-78.4,-177.2,1009.46,0.150,1,0
20367,6.23,11.61,292.01,1139.22,4.8,-79.9,-177.4,1009.47,0.010,1,0
20412,7.17,11.61,207.64,1079.85,5.0,-80.7,-177.5,1009.37,-0.100,1,0
20457,8.98,11.61,416.43,1079.85,6.4,-78.9,-177.4,1009.31,-0.060,1,0
20502,10.66,11.61,106.29,1181.21,7.6,-78.1,-177.3,1009.53,0.220,0,1
20547,11.43,11.61,49.48,1238.02,8.4,-78.8,-177.2,1009.63,0.100,0,0
20593,10.78,11.61,122.77,768.68,7.1,-79.7,-177.3,1009.44,-0.190,0,0
20638,9.86,10.19,226.67,366.95,6.6,-80.4,-177.4,1009.43,-0.010,0,0
20683,9.12,6.77,223.61,366.95,6.4,-80.3,-177.7,1009.46,0.030,0,0
20728,8.88,5.20,140.03,366.95,5.9,-79.4,-177.8,1009.46,0.000,0,0
20773,9.16,5.20,217.69,366.95,6.5,-78.2,-177.7,1009.40,-0.060,0,0
20818,9.69,4.26,159.44,366.95,7.1,-78.5,-177.8,1009.49,0.090,0,0
20862,10.17,2.55,184.99,366.95,6.9,-79.1,-177.9,1009.42,-0.070,0,0
20908,10.37,2.55,225.21,177.19,7.0,-80.1,-178.0,1009.54,0.120,0,0
20953,10.45,2.55,301.48,252.01,8.5,-79.4,-178.4,1009.43,-0.110,0,0
20998,10.24,1.89,309.04,186.27,10.1,-77.6,-178.5,1009.51,0.080,0,0
21043,10.08,1.57,790.05,650.02,13.0,-73.7,-178.9,1009.44,-0.070,0,0
21089,9.72,1.57,1923.55,1783.52,20.9,-65.8,-179.5,1009.36,-0.080,0,0
21134,9.00,1.57,2326.91,2186.88,26.4,-57.2,-179.8,1009.52,0.160,0,0
21179,9.49,1.45,3999.47,3840.03,31.1,-42.1,179.3,1009.54,0.020,0,0
21224,12.02,3.02,4625.26,4465.82,30.9,-27.3,179.4,1009.40,-0.140,0,0
21270,15.66,6.66,5084.41,4899.42,23.6,-22.3,-178.8,1009.47,0.070,0,0
21315,18.48,9.48,5506.13,5280.91,22.7,-22.5,-177.9,1009.41,-0.060,0,0
21361,18.83,9.83,5347.91,5204.64,21.8,-25.2,-177.0,1009.53,0.120,0,0
21407,16.02,9.83,4195.77,5197.08,23.4,-32.3,-176.9,1009.48,-0.050,0,0
21452,11.59,9.83,3144.33,4716.07,27.3,-41.3,-177.0,1009.44,-0.040,0,0
21498,7.25,11.58,1402.23,4103.90,19.8,-58.8,-177.2,1009.47,0.030,0,0
21544,5.09,13.74,1005.49,4500.64,-1.3,-88.4,-177.0,1009.46,-0.010,1,0
21589,4.88,13.95,532.66,4973.47,-28.0,-60.1,-177.0,1009.43,-0.030,1,0
21635,5.14,13.95,430.89,5075.23,-39.1,-48.3,-176.7,1009.40,-0.030,1,0
21681,4.32,14.51,1190.16,5075.23,-36.9,-44.1,-176.0,1009.41,0.010,2,0
21726,3.56,15.27,4411.16,5075.23,-11.6,0.9,-174.9,1009.38,-0.030,2,0
21771,4.14,15.27,5568.67,5137.77,17.8,39.7,-174.5,1009.43,0.050,2,0
21817,5.34,12.46,5512.14,5137.77,30.8,55.5,-174.1,1009.42,-0.010,0,1
21863,8.21,8.03,3532.40,5137.77,14.7,23.9,-173.5,1009.52,0.100,0,0
21908,14.05,10.49,1683.72,5137.77,4.0,0.8,-173.6,1009.50,-0.020,0,0
21953,18.77,15.21,2641.57,5137.77,-0.3,-10.3,-173.9,1009.44,-0.060,0,0
21999,20.15,16.58,3757.95,5137.77,-3.1,-18.1,-174.2,1009.47,0.030,0,0
22044,19.32,16.58,4884.05,5137.77,-0.5,-22.0,-174.1,1009.39,-0.080,0,0
22090,14.71,16.58,5261.62,4378.51,4.9,-20.5,-173.4,1009.62,0.230,0,0
22135,8.94,16.58,2344.26,3884.95,12.6,-20.1,-173.3,1009.47,-0.150,0,0
22181,3.61,16.53,1532.39,4036.28,30.5,-22.3,-173.7,1009.45,-0.020,0,0
22226,2.70,17.45,723.73,4788.41,30.4,24.9,-173.9,1009.51,0.060,0,0
22272,7.60,17.45,5724.68,5000.95,9.4,35.9,-172.9,1009.38,-0.130,0,0
22317,9.95,17.45,11328.00,10604.27,17.7,70.6,-171.4,1009.35,-0.030,0,0
22364,15.00,17.45,9430.41,10604.27,18.2,64.4,-168.5,1009.35,0.000,0,0
22409,17.77,17.45,3162.48,10604.27,13.5,50.5,-166.7,1009.36,0.010,0,0
22455,19.91,17.21,464.76,10863.24,8.6,42.1,-166.7,1009.52,0.160,0,0
22500,16.84,17.21,731.18,10863.24,6.6,34.3,-167.2,1009.53,0.010,0,0
22546,13.38,17.21,1262.88,10863.24,6.4,31.4,-168.1,1009.40,-0.130,0,0
22591,11.66,17.21,586.36,10863.24,14.3,40.7,-168.4,1009.43,0.030,0,0
22637,11.45,17.21,210.06,11117.94,19.4,23.7,-168.8,1009.40,-0.030,0,0
22683,10.14,12.31,171.81,11156.19,16.4,26.0,-168.8,1009.48,0.080,0,0
22728,10.06,9.95,434.67,11156.19,14.0,22.2,-169.2,1009.43,-0.050,0,0
22774,11.71,9.85,1753.62,9258.60,11.6,14.6,-170.4,1009.46,0.030,0,0
22819,14.28,9.85,4419.08,4247.27,6.9,10.9,-171.6,1009.35,-0.110,0,0
22864,16.92,9.85,6751.92,6580.11,4.3,10.3,-172.8,1009.47,0.120,0,0
22909,17.66,7.60,6922.17,6750.36,5.4,12.8,-172.6,1009.40,-0.070,0,0
22954,12.18,7.60,4125.46,6750.36,7.8,13.2,-172.1,1009.49,0.090,0,0
22998,6.12,11.54,2591.24,6750.36,17.3,15.5,-171.9,1009.42,-0.070,0,0
23044,2.00,15.65,937.86,6750.36,53.3,-35.2,-171.4,1009.52,0.100,0,0
23090,6.32,15.65,463.94,6750.36,1.2,-46.4,-171.3,1009.35,-0.170,0,0
23135,6.97,15.65,2341.39,6487.50,-6.5,-42.3,-171.1,1009.46,0.110,0,0
23180,5.81,15.65,8317.96,7854.02,-14.2,5.7,-170.6,1009.45,-0.010,0,0
23226,7.28,15.65,11744.41,11280.47,5.5,75.9,-170.2,1009.45,0.000,1,0
23271,8.29,15.65,8890.16,11280.47,10.9,59.0,-167.8,1009.35,-0.100,1,0
23317,15.36,15.65,3530.02,11280.47,3.6,52.7,-168.8,1009.51,0.160,1,0
23362,16.58,14.57,1213.77,11280.47,8.5,39.4,-169.0,1009.46,-0.050,2,0
23408,14.02,14.57,508.55,11280.47,8.8,24.2,-169.1,1009.39,-0.070,2,0
23453,12.91,14.57,589.35,11280.47,11.7,40.9,-169.2,1009.50,0.110,2,0
37111,10.76,10.76,193.00,11551.41,23.3,29.1,-169.6,1009.34,-0.160,0,2
37157,10.00,10.76,72.80,11671.61,18.8,11.7,-174.7,1009.43,0.090,0,0
37202,9.01,10.76,27.49,11716.92,8.8,12.4,-174.7,1009.45,0.020,0,0
37247,9.47,9.30,17.18,11727.23,2.6,5.6,-174.7,1009.40,-0.050,0,0
37292,9.69,8.29,14.01,8876.15,-0.7,-0.2,-174.7,1009.42,0.020,0,0
37336,9.67,7.56,15.09,3516.01,-0.6,0.2,-174.7,1009.54,0.120,0,0
37379,9.68,7.56,12.82,1200.96,-0.4,-0.0,-174.7,1009.44,-0.100,0,0
37422,9.68,5.00,14.29,576.53,-0.3,-0.0,-174.8,1009.39,-0.050,0,0
37465,9.65,3.90,7.82,581.52,-0.5,-0.0,-174.8,1009.41,0.020,0,0
37508,9.67,1.74,45.70,185.18,-0.1,0.4,-174.7,1009.44,0.030,0,0
37552,9.79,0.99,179.26,171.43,-3.5,-0.6,-174.7,1009.35,-0.090,0,0
37596,9.95,0.94,128.56,171.43,-5.3,-0.9,-174.9,1009.51,0.160,0,0
37640,11.04,1.57,994.18,986.36,-4.5,-1.2,-174.9,1009.41,-0.100,0,0
37685,11.81,2.15,2713.79,2705.97,-2.9,-2.7,-174.9,1009.38,-0.030,0,0
37730,12.47,2.82,2432.03,2705.97,4.0,-8.0,-174.8,1009.39,0.010,0,0
37774,12.96,3.31,1943.28,2705.97,9.4,-14.2,-174.6,1009.31,-0.080,0,0
37819,12.18,3.31,1450.98,2705.97,14.2,-23.2,-173.9,1009.45,0.140,0,0
37865,12.05,3.31,982.79,2705.97,16.7,-32.1,-173.3,1009.36,-0.090,0,0
37910,11.45,3.29,1805.00,2668.09,16.7,-38.3,-173.1,1009.43,0.070,0,0
37956,11.02,3.17,1986.21,2585.23,15.7,-44.9,-172.8,1009.37,-0.060,0,0
38001,10.73,3.01,1490.81,2585.23,13.8,-49.9,-172.2,1009.40,0.030,0,0
38047,9.65,3.31,1366.71,1731.00,12.1,-56.3,-171.6,1009.43,0.030,0,0
38093,8.72,4.24,1401.68,1731.00,9.6,-64.6,-171.2,1009.36,-0.070,0,0
38138,8.04,4.93,1301.09,1449.25,8.0,-71.4,-170.6,1009.36,0.000,0,0
38182,7.46,5.50,777.16,1209.05,5.4,-78.6,-170.3,1009.38,0.020,0,0
38227,7.62,4.73,601.66,1384.55,4.6,-82.6,-169.7,1009.30,-0.080,0,0
38272,7.41,4.64,403.41,1582.80,4.5,-84.8,-169.7,1009.34,0.040,0,0
38317,7.38,4.07,321.02,1665.19,2.6,-87.4,-169.7,1009.33,-0.010,0,0
38362,7.10,3.92,131.25,1854.96,3.6,-85.8,-169.9,1009.40,0.070,0,0
38407,6.51,4.22,373.50,1359.56,1.4,-85.8,-169.5,1009.35,-0.050,0,0
38452,6.22,3.43,418.01,1270.43,-0.5,-87.1,-169.4,1009.41,0.060,0,0
38497,5.87,2.84,513.19,1270.43,0.2,-86.1,-169.2,1009.41,0.000,1,0
38542,5.24,2.80,856.03,1169.84,-1.0,-88.5,-169.2,1009.35,-0.060,1,0
38587,3.84,3.78,2696.60,2565.35,1.0,-88.6,-169.4,1009.29,-0.060,1,0
38632,2.48,5.14,3478.67,3347.42,8.9,-80.6,-169.9,1009.35,0.060,1,0
38677,1.16,6.25,3972.59,3841.34,27.6,-61.2,-171.1,1009.37,0.020,1,0
38723,3.05,6.21,5225.04,5093.79,58.4,-31.6,-172.7,1009.26,-0.110,2,0
38768,6.39,5.94,11249.60,11118.35,71.0,-17.9,-171.4,1009.45,0.190,2,0
38814,7.21,6.05,6455.45,10876.09,70.9,-15.9,-171.8,1009.35,-0.100,2,0
42528,7.48,6.32,3392.71,10831.59,64.4,-18.1,-173.6,1009.49,0.140,0,2
42573,4.67,6.32,67.57,11182.03,79.5,-10.5,-174.7,1009.40,-0.090,0,0
42618,3.22,6.32,19.98,11229.62,19.0,-10.3,-174.9,1009.45,0.050,0,0
42663,6.23,6.32,15.85,11233.75,0.9,-4.6,-174.8,1009.35,-0.100,0,0
42708,9.73,8.57,15.09,11234.51,-0.8,-0.3,-175.0,1009.43,0.080,0,0
42752,9.67,8.57,15.06,11234.54,-0.6,-0.2,-174.9,1009.38,-0.050,0,0
42796,9.64,6.68,108.56,11234.54,-0.9,-0.3,-174.9,1009.41,0.030,0,0
42841,9.95,6.73,202.49,11234.54,-0.7,-0.2,-174.7,1009.32,-0.090,0,0
42885,9.64,6.73,848.22,6440.39,0.1,0.8,-174.3,1009.52,0.200,0,0
42929,10.74,7.52,436.95,3377.65,-0.8,1.6,-174.4,1009.35,-0.170,0,0
42974,12.03,8.81,905.94,890.88,-1.3,2.6,-174.4,1009.40,0.050,0,0
43018,12.47,9.25,882.12,890.88,-1.7,3.0,-174.5,1009.33,-0.070,0,0
43063,13.11,6.88,457.93,890.88,-1.7,1.8,-174.7,1009.49,0.160,0,0
43107,12.08,3.47,295.76,890.88,0.3,0.0,-174.6,1009.42,-0.070,0,0
43151,11.05,3.47,417.85,890.88,2.9,-2.6,-174.7,1009.30,-0.120,0,0
43196,10.14,3.47,541.63,797.37,3.5,-4.4,-175.0,1009.39,0.090,0,0
43240,9.61,3.51,560.59,703.45,3.2,-5.7,-175.5,1009.37,-0.020,0,0
43284,9.18,3.93,567.97,610.18,1.2,-6.3,-175.6,1009.39,0.020,0,0
43329,8.07,5.04,494.62,610.18,-1.7,-6.7,-175.7,1009.41,0.020,0,0
43373,7.02,6.10,341.57,610.18,-2.6,-8.8,-175.7,1009.30,-0.110,0,0
43417,5.79,7.33,74.12,808.00,-6.6,-10.3,-175.7,1009.33,0.030,0,0
43461,4.32,8.79,137.84,493.86,-11.9,-12.3,-175.8,1009.25,-0.080,0,0
43506,3.18,8.91,465.47,493.86,-13.9,-16.5,-175.7,1009.34,0.090,0,0
43551,2.00,9.05,992.02,917.91,-19.7,-22.4,-175.2,1009.29,-0.050,0,0
43596,0.96,9.19,1262.29,1188.17,-20.4,-34.3,-174.8,1009.49,0.200,0,0
43642,0.45,9.15,1758.12,1684.00,7.5,-68.3,-174.6,1009.33,-0.160,0,0
43687,0.60,8.73,2371.16,2297.05,46.9,-43.0,-175.4,1009.25,-0.080,0,0
43732,0.87,7.62,9861.24,9787.12,37.5,4.5,-176.4,1009.50,0.250,0,0
43778,2.09,6.56,6962.84,9787.12,46.4,7.8,-177.3,1009.38,-0.120,0,0
43822,2.33,5.33,1355.20,9787.12,33.1,18.1,-178.0,1009.48,0.100,0,0
43867,2.63,3.87,2468.76,9723.40,18.4,22.1,-178.1,1009.39,-0.090,0,0
43913,3.72,3.27,6065.25,9395.77,12.3,21.9,-176.2,1009.38,-0.010,0,0
43958,2.31,3.27,6129.53,8869.21,-1.0,47.6,-174.0,1009.38,0.000,0,0
44002,2.92,3.27,2456.22,8598.94,39.5,23.5,-174.0,1009.45,0.070,0,0
44048,3.02,3.27,975.89,8885.34,38.1,23.9,-174.0,1009.39,-0.060,0,0
44093,0.91,3.12,3443.74,8885.34,68.3,-13.1,-174.7,1009.39,0.000,0,0
44138,1.80,2.85,441.60,9419.63,11.0,-25.8,-175.0,1009.24,-0.150,0,0
44183,4.42,3.52,329.45,6633.39,-11.6,-9.3,-175.0,1009.43,0.190,0,0
44227,7.00,6.09,21.73,6107.81,-6.8,-6.6,-174.9,1009.34,-0.090,0,0
44272,7.49,6.58,14.36,6115.18,0.9,-1.0,-174.9,1009.47,0.130,0,0
44316,8.97,8.06,16.28,6115.18,2.8,-0.4,-174.9,1009.44,-0.030,0,0
44359,9.47,8.56,15.06,6115.18,-0.4,-0.0,-175.0,1009.41,-0.030,0,0
44402,9.62,8.72,15.06,3429.38,-0.4,-0.0,-175.0,1009.41,0.000,0,0
44444,9.61,8.72,14.70,3429.38,-0.4,-0.0,-174.9,1009.49,0.080,0,0
44488,9.58,8.72,128.75,3429.38,-0.7,-0.2,-174.8,1009.41,-0.080,0,0
44532,9.66,7.85,174.74,427.25,-5.8,-3.0,-175.0,1009.31,-0.100,0,0
44576,10.20,5.78,408.38,394.02,2.5,1.2,-175.0,1009.36,0.050,0,0
44621,11.25,4.26,1312.24,1297.88,-0.1,-3.5,-174.4,1009.33,-0.030,0,0
44665,13.78,6.29,757.80,1297.88,-3.1,0.0,-174.0,1009.46,0.130,0,0
44710,15.97,7.00,710.28,1297.54,-0.0,3.9,-173.8,1009.40,-0.060,0,0
44755,16.69,7.22,832.35,1297.54,-4.0,2.3,-174.0,1009.34,-0.060,0,0
44799,15.88,7.11,1308.53,1297.54,-0.4,6.2,-174.2,1009.30,-0.040,0,0
44844,12.45,7.11,1204.40,1297.54,6.0,4.8,-174.4,1009.38,0.080,0,0
44889,8.49,8.19,991.18,1183.49,11.4,1.6,-174.7,1009.37,-0.010,0,0
44933,5.30,11.39,616.16,1137.49,14.7,-3.0,-174.5,1009.36,-0.010,0,0
44978,3.20,13.48,337.21,975.02,9.2,-11.6,-174.4,1009.34,-0.020,0,0
45023,2.62,14.07,161.98,1150.25,-8.2,-19.5,-174.3,1009.36,0.020,0,0
45068,2.99,14.07,134.46,1174.07,-15.6,-17.7,-174.2,1009.37,0.010,0,0
45114,3.06,14.07,267.37,1174.07,-13.0,-18.7,-174.2,1009.28,-0.090,0,0
45159,2.92,14.07,466.94,1174.07,-1.5,-22.1,-174.0,1009.39,0.110,0,0
45204,2.62,13.26,1163.73,1174.07,15.6,-26.7,-173.9,1009.38,-0.010,0,0
45250,3.22,9.83,1181.81,1069.94,17.6,-20.5,-173.7,1009.41,0.030,0,0
45295,4.37,5.87,1024.67,1047.35,5.9,-1.5,-173.7,1009.47,0.060,0,0
45339,8.58,5.96,1992.91,1858.45,1.8,4.7,-174.0,1009.48,0.010,0,0
45383,7.56,5.96,3475.19,3340.73,8.9,12.6,-174.3,1009.44,-0.040,0,0
45428,8.56,5.96,575.47,3340.73,14.6,12.1,-174.3,1009.36,-0.080,0,0
45473,9.15,6.52,305.89,3340.73,16.9,9.0,-174.4,1009.35,-0.010,0,0
45518,6.95,6.52,351.38,3207.82,23.3,8.8,-174.6,1009.39,0.040,0,0
45562,9.57,6.95,383.52,3169.30,10.7,3.1,-174.5,1009.44,0.050,0,0
45607,9.59,6.97,2128.83,3169.30,1.6,0.6,-174.8,1009.38,-0.060,0,0
45651,9.35,6.37,71.55,3403.65,-1.3,-2.0,-174.9,1009.38,0.000,0,0
45695,9.49,5.22,59.18,3416.01,-2.5,-1.7,-174.7,1009.40,0.020,0,0
45739,9.81,2.86,25.17,3450.03,-5.3,-2.1,-174.9,1009.41,0.010,0,0
45783,10.70,3.75,1320.40,3450.03,-3.8,0.9,-174.7,1009.45,0.040,0,0
45827,11.24,4.29,3569.91,3544.74,-1.5,7.3,-173.1,1009.36,-0.090,0,0
45872,13.14,6.19,4061.06,4035.89,-1.7,15.2,-170.5,1009.37,0.010,0,0
45917,14.41,7.46,3955.18,4035.89,-0.7,27.7,-168.3,1009.40,0.030,0,0
45962,14.39,5.06,2441.55,4035.89,1.9,38.8,-167.9,1009.33,-0.070,0,0
46008,13.34,5.06,1005.98,4035.89,3.1,45.6,-168.3,1009.36,0.030,0,0
46053,10.52,5.06,163.79,4035.89,4.4,55.2,-168.6,1009.42,0.060,0,0
46098,7.61,6.79,218.00,4035.89,6.3,60.9,-169.2,1009.29,-0.130,0,0
46143,5.89,8.52,710.87,4035.89,4.3,69.6,-168.8,1009.35,0.060,1,0
46188,5.72,8.68,657.00,3897.27,2.8,76.1,-168.8,1009.38,0.030,1,0
46233,6.35,8.68,469.49,3897.27,1.9,81.8,-168.5,1009.25,-0.130,1,0
46277,7.26,8.68,275.60,3897.27,-1.3,81.0,-168.4,1009.28,0.030,1,0
46322,8.38,8.68,71.98,3883.20,-3.0,80.6,-168.5,1009.44,0.160,1,0
46367,9.09,8.67,124.97,2369.57,-4.5,80.2,-168.4,1009.31,-0.130,0,1
46412,9.43,7.62,149.13,934.00,-4.8,79.3,-168.4,1009.34,0.030,0,0
46457,9.55,4.79,124.45,638.89,-4.6,79.6,-168.8,1009.32,-0.020,0,0
46502,9.36,3.82,35.15,675.72,-4.1,80.1,-168.8,1009.37,0.050,0,0
46547,9.26,3.82,176.76,675.72,-3.2,80.7,-168.7,1009.37,0.000,0,0
46591,9.22,3.82,198.72,621.86,-3.1,80.8,-168.7,1009.41,0.040,0,0
46636,9.32,3.20,62.71,434.34,-3.0,81.5,-168.7,1009.44,0.030,0,0
46681,9.42,2.28,86.49,240.45,-2.5,82.1,-168.6,1009.36,-0.080,0,0
46725,9.59,1.20,131.00,163.58,-2.6,82.1,-168.7,1009.26,-0.100,0,0
46770,9.77,0.68,66.79,163.58,-2.8,82.6,-168.7,1009.33,0.070,0,0
46815,9.75,0.55,68.56,163.58,-2.3,83.1,-168.4,1009.28,-0.050,0,0
46860,9.82,0.59,49.06,163.58,-2.3,82.9,-168.8,1009.31,0.030,0,0
46904,9.78,0.59,13.74,184.99,-2.0,83.2,-168.6,1009.40,0.090,0,0
46949,9.72,0.59,27.96,184.99,-1.7,83.5,-168.7,1009.33,-0.070,0,0
46993,9.74,0.59,21.27,184.99,-1.8,83.4,-168.8,1009.34,0.010,0,0
47038,9.73,0.49,16.07,117.26,-1.8,83.7,-168.7,1009.35,0.010,0,0
47082,9.72,0.40,54.90,117.26,-2.0,83.9,-168.5,1009.36,0.010,0,0
47127,9.74,0.23,65.27,117.26,-2.2,83.7,-168.8,1009.40,0.040,0,0
